student_id,clgbranch,clgyear,clgsem,video_title,rating
S1368,CE,1,1,Surveying Basics,4.3
S1369,CE,4,2,Surveying Basics,3.5
S1370,CE,4,1,Geotechnical Engineering,3.7
S1371,CE,2,2,Environmental Engineering,4.6
S1372,CE,2,2,Geotechnical Engineering,2.8
S1373,CE,1,1,Geotechnical Engineering,4.3
S1374,CE,4,2,Geotechnical Engineering,2.7
S1375,CE,4,2,Transportation Engineering,4.8
S1376,CE,2,2,Steel Structure Design,3.6
S1377,CE,4,2,Environmental Engineering,3.1
S1378,CE,4,1,Transportation Engineering,3.7
S1379,CE,2,2,Surveying Basics,4.8
S1380,CE,3,1,Structural Analysis,3.9
S1381,CE,3,1,Transportation Engineering,3.7
S1382,CE,1,1,Steel Structure Design,5.0
S1383,CE,3,2,Steel Structure Design,2.7
S1384,CE,1,1,Construction Project Management,4.1
S1385,CE,1,2,Transportation Engineering,2.6
S1386,CE,3,1,Construction Project Management,3.6
S1387,CE,4,2,Surveying Basics,3.4
S1388,CE,3,2,Geotechnical Engineering,2.6
S1389,CE,3,2,Structural Analysis,4.1
S1390,CE,2,1,Hydraulics and Hydrology,4.5
S1391,CE,1,2,Construction Project Management,2.7
S1392,CE,1,2,Hydraulics and Hydrology,2.8
S1393,CE,3,2,Hydraulics and Hydrology,2.5
S1394,CE,1,1,Transportation Engineering,4.3
S1395,CE,4,2,Geotechnical Engineering,3.2
S1396,CE,2,2,Geotechnical Engineering,4.5
S1397,CE,1,2,Concrete Technology,4.9
S1398,CE,2,2,Surveying Basics,4.4
S1399,CE,2,2,Geotechnical Engineering,3.0
S1400,CE,3,1,Hydraulics and Hydrology,4.4
S1401,CE,1,1,Geotechnical Engineering,3.7
S1402,CE,4,2,Construction Project Management,4.4
S1403,CE,2,2,Surveying Basics,3.7
S1404,CE,2,2,Structural Analysis,3.2
S1405,CE,4,2,Environmental Engineering,4.9
S1406,CE,1,1,Steel Structure Design,4.1
S1407,CE,4,2,Environmental Engineering,3.2
S1408,CE,1,2,Transportation Engineering,3.5
S1409,CE,2,1,Steel Structure Design,3.3
S1410,CE,2,2,Steel Structure Design,2.5
S1411,CE,1,1,Structural Analysis,3.5
S1412,CE,1,2,Environmental Engineering,3.0
S1413,CE,3,2,Highway Engineering,2.6
S1414,CE,1,1,Transportation Engineering,4.1
S1415,CE,2,1,Concrete Technology,2.7
S1416,CE,2,2,Transportation Engineering,4.5
S1417,CE,2,1,Geotechnical Engineering,3.1
S1418,CE,4,1,Construction Project Management,4.8
S1419,CE,3,2,Environmental Engineering,3.1
S1420,CE,1,2,Structural Analysis,3.5
S1421,CE,3,1,Hydraulics and Hydrology,4.9
S1422,CE,3,1,Construction Project Management,2.7
S1423,CE,2,2,Geotechnical Engineering,4.1
S1424,CE,1,1,Steel Structure Design,4.4
S1425,CE,2,1,Construction Project Management,4.3
S1426,CE,1,1,Concrete Technology,2.7
S1427,CE,3,2,Structural Analysis,4.7
S1428,CE,2,1,Structural Analysis,4.2
S1429,CE,3,1,Environmental Engineering,4.8
S1430,CE,1,2,Construction Project Management,3.6
S1431,CE,1,1,Structural Analysis,3.5
S1432,CE,4,1,Transportation Engineering,3.8
S1433,CE,3,2,Hydraulics and Hydrology,3.5
S1434,CE,1,2,Steel Structure Design,4.6
S1435,CE,3,1,Construction Project Management,4.4
S1436,CE,3,1,Geotechnical Engineering,3.9
S1437,CE,4,1,Hydraulics and Hydrology,4.2
S1438,CE,1,2,Construction Project Management,2.7
S1439,CE,4,1,Geotechnical Engineering,2.6
S1440,CE,1,1,Construction Project Management,3.5
S1441,CE,3,2,Steel Structure Design,4.9
S1442,CE,4,1,Structural Analysis,3.3
S1443,CE,3,1,Surveying Basics,2.8
S1444,CE,4,1,Transportation Engineering,3.1
S1445,CE,1,1,Geotechnical Engineering,3.7
S1446,CE,1,2,Transportation Engineering,2.6
S1447,CE,2,1,Geotechnical Engineering,4.1
S1448,CE,3,1,Construction Project Management,4.0
S1449,CE,1,1,Concrete Technology,3.7
S1450,CE,2,1,Highway Engineering,3.6
S1451,CE,4,2,Concrete Technology,4.9
S1452,CE,2,2,Highway Engineering,4.4
S1453,CE,2,2,Concrete Technology,2.8
S1454,CE,2,2,Geotechnical Engineering,4.2
S1455,CE,2,2,Highway Engineering,4.8
S1456,CE,1,1,Concrete Technology,4.5
S1457,CE,4,1,Structural Analysis,4.7
S1458,CE,1,1,Structural Analysis,2.9
S1459,CE,1,2,Surveying Basics,4.2
S1460,CE,4,1,Highway Engineering,2.9
S1461,CE,3,2,Surveying Basics,3.1
S1462,CE,2,1,Transportation Engineering,3.0
S1463,CE,4,1,Hydraulics and Hydrology,3.4
S1464,CE,1,1,Highway Engineering,2.8
S1465,CE,1,2,Steel Structure Design,3.8
S1466,CE,4,1,Hydraulics and Hydrology,2.6
S1467,CE,1,1,Construction Project Management,3.7
S1468,CE,2,1,Structural Analysis,4.1
S1469,CE,3,1,Surveying Basics,3.1
S1470,CE,4,1,Concrete Technology,4.4
S1471,CE,2,1,Structural Analysis,3.7
S1472,CE,1,1,Highway Engineering,4.3
S1473,CE,3,2,Highway Engineering,4.4
S1474,CE,3,1,Concrete Technology,3.3
S1475,CE,1,1,Surveying Basics,4.7
S1476,CE,4,1,Concrete Technology,3.7
S1477,CE,4,1,Surveying Basics,2.9
S1478,CE,4,1,Surveying Basics,3.4
S1479,CE,4,1,Environmental Engineering,4.9
S1480,CE,2,2,Geotechnical Engineering,2.6
S1481,CE,1,2,Geotechnical Engineering,2.8
S1482,CE,4,2,Surveying Basics,2.9
S1483,CE,3,1,Hydraulics and Hydrology,4.0
S1484,CE,2,1,Concrete Technology,3.5
S1485,CE,4,1,Transportation Engineering,3.7
S1486,CE,4,2,Structural Analysis,4.3
S1487,CE,2,1,Environmental Engineering,3.6
S1488,CE,2,1,Transportation Engineering,4.7
S1489,CE,4,1,Structural Analysis,5.0
S1490,CE,1,2,Steel Structure Design,3.5
S1491,CE,1,2,Construction Project Management,3.1
S1492,CE,1,2,Highway Engineering,2.8
S1493,CE,3,1,Concrete Technology,2.5
S1494,CE,3,1,Construction Project Management,4.6
S1495,CE,1,2,Construction Project Management,4.4
S1496,CE,4,1,Environmental Engineering,4.1
S1497,CE,1,1,Surveying Basics,4.7
S1498,CE,3,1,Hydraulics and Hydrology,3.6
S1499,CE,3,1,Concrete Technology,4.1
S1500,CE,3,1,Steel Structure Design,4.9
S1501,CE,3,1,Concrete Technology,3.5
S1502,CE,4,1,Environmental Engineering,3.4
S1503,CE,1,1,Geotechnical Engineering,5.0
S1504,CE,2,1,Construction Project Management,4.3
S1505,CE,2,1,Environmental Engineering,3.4
S1506,CE,3,2,Hydraulics and Hydrology,2.6
S1507,CE,3,2,Construction Project Management,3.7
S1508,CE,1,2,Steel Structure Design,4.2
S1509,CE,3,2,Transportation Engineering,3.4
S1510,CE,1,1,Construction Project Management,2.7
S1511,CE,4,1,Hydraulics and Hydrology,4.9
S1512,CE,1,1,Geotechnical Engineering,3.2
S1513,CE,2,2,Geotechnical Engineering,4.7
S1514,CE,1,2,Surveying Basics,4.9
S1515,CE,2,2,Environmental Engineering,3.6
S1516,CE,1,2,Highway Engineering,2.7
S1517,CE,2,2,Surveying Basics,3.9
S1518,CE,3,2,Transportation Engineering,4.2
S1519,CE,4,2,Hydraulics and Hydrology,3.9
S1520,CE,3,1,Hydraulics and Hydrology,3.1
S1521,CE,3,2,Structural Analysis,2.9
S1522,CE,3,2,Geotechnical Engineering,4.0
S1523,CE,2,2,Geotechnical Engineering,4.9
S1524,CE,2,1,Highway Engineering,2.8
S1525,CE,3,1,Construction Project Management,3.2
S1526,CE,2,1,Steel Structure Design,4.3
S1527,CE,3,2,Geotechnical Engineering,3.4
S1528,CE,2,2,Concrete Technology,4.8
S1529,CE,4,2,Geotechnical Engineering,4.9
S1530,CE,3,1,Structural Analysis,4.9
S1531,CE,3,2,Construction Project Management,4.7
S1532,CE,2,2,Environmental Engineering,4.2
S1533,CE,4,1,Geotechnical Engineering,4.2
S1534,CE,1,2,Structural Analysis,3.5
S1535,CE,2,2,Environmental Engineering,2.7
S1536,CE,1,1,Transportation Engineering,3.8
S1537,CE,3,1,Structural Analysis,2.7
S1538,CE,4,1,Steel Structure Design,3.5
S1539,CE,4,2,Transportation Engineering,4.0
S1540,CE,1,2,Surveying Basics,2.9
S1541,CE,4,2,Surveying Basics,3.4
S1542,CE,3,2,Environmental Engineering,3.3
S1543,CE,4,1,Highway Engineering,4.3
S1544,CE,4,2,Construction Project Management,3.2
S1545,CE,4,2,Geotechnical Engineering,4.6
S1546,CE,1,1,Highway Engineering,3.3
S1547,CE,3,1,Transportation Engineering,4.4
S1548,CE,1,1,Surveying Basics,4.1
S1549,CE,3,2,Geotechnical Engineering,3.9
S1550,CE,2,1,Geotechnical Engineering,4.6
S1551,CE,3,2,Structural Analysis,4.6
S1552,CE,3,2,Construction Project Management,3.9
S1553,CE,4,1,Structural Analysis,4.5
S1554,CE,2,2,Hydraulics and Hydrology,4.9
S1555,CE,4,1,Hydraulics and Hydrology,3.5
S1556,CE,4,1,Structural Analysis,2.8
S1557,CE,3,2,Concrete Technology,4.0
S1558,CE,3,2,Transportation Engineering,3.6
S1559,CE,3,2,Concrete Technology,3.4
S1560,CE,1,2,Geotechnical Engineering,4.0
S1561,CE,2,2,Construction Project Management,4.7
S1562,CE,2,2,Geotechnical Engineering,2.6
S1563,CE,3,2,Environmental Engineering,2.6
S1564,CE,3,1,Steel Structure Design,3.0
S1565,CE,2,1,Transportation Engineering,4.4
S1566,CE,3,2,Hydraulics and Hydrology,3.2
S1567,CE,3,1,Steel Structure Design,4.0
S1568,CE,2,1,Geotechnical Engineering,3.8
S1569,CE,3,2,Surveying Basics,3.4
S1570,CE,2,1,Highway Engineering,2.9
S1571,CE,2,1,Steel Structure Design,4.0
S1572,CE,1,2,Construction Project Management,4.8
S1573,CE,1,1,Structural Analysis,3.7
S1574,CE,3,2,Geotechnical Engineering,4.5
S1575,CE,3,1,Hydraulics and Hydrology,2.6
S1576,CE,1,1,Geotechnical Engineering,4.6
S1577,CE,2,1,Hydraulics and Hydrology,2.8
S1578,CE,2,1,Surveying Basics,4.2
S1579,CE,1,1,Structural Analysis,4.4
S1580,CE,4,1,Highway Engineering,2.8
S1581,CE,1,2,Concrete Technology,4.8
S1582,CE,1,1,Hydraulics and Hydrology,4.2
S1583,CE,1,1,Transportation Engineering,3.0
S1584,CE,2,1,Environmental Engineering,2.6
S1585,CE,2,2,Transportation Engineering,3.4
S1586,CE,2,1,Steel Structure Design,3.9
S1587,CE,1,1,Steel Structure Design,3.0
S1588,CE,2,2,Geotechnical Engineering,4.8
S1589,CE,1,1,Highway Engineering,4.8
S1590,CE,4,2,Transportation Engineering,3.0
S1591,CE,1,1,Environmental Engineering,5.0
S1592,CE,4,1,Steel Structure Design,3.1
S1593,CE,1,2,Concrete Technology,3.7
S1594,CE,2,2,Environmental Engineering,4.3
S1595,CE,1,1,Environmental Engineering,3.7
S1596,CE,4,2,Construction Project Management,4.0
S1597,CE,3,2,Highway Engineering,3.9
S1598,CE,3,2,Highway Engineering,4.6
S1599,CE,4,2,Geotechnical Engineering,2.5
S1600,CE,4,1,Surveying Basics,3.6
S1601,CE,1,1,Geotechnical Engineering,3.5
S1602,CE,1,1,Concrete Technology,3.4
S1603,CE,2,2,Highway Engineering,4.0
S1604,CE,4,1,Highway Engineering,4.6
S1605,CE,4,2,Transportation Engineering,4.0
S1606,CE,4,2,Construction Project Management,4.2
S1607,CE,4,2,Steel Structure Design,3.2
S1608,CE,4,1,Concrete Technology,3.1
S1609,CE,4,1,Geotechnical Engineering,2.6
S1610,CE,1,1,Construction Project Management,4.2
S1611,CE,2,2,Transportation Engineering,4.2
S1612,CE,2,2,Transportation Engineering,4.1
S1613,CE,1,2,Construction Project Management,3.0
S1614,CE,4,2,Steel Structure Design,3.2
S1615,CE,3,1,Structural Analysis,5.0
S1616,CE,1,2,Construction Project Management,3.3
S1617,CE,4,2,Construction Project Management,2.6
S1618,CE,2,2,Geotechnical Engineering,3.7
S1619,CE,2,2,Surveying Basics,3.7
S1620,CE,1,2,Steel Structure Design,4.2
S1621,CE,4,2,Steel Structure Design,4.6
S1622,CE,1,2,Hydraulics and Hydrology,3.7
S1623,CE,4,2,Hydraulics and Hydrology,3.3
S1624,CE,1,1,Geotechnical Engineering,4.6
S1625,CE,3,1,Environmental Engineering,3.5
S1626,CE,4,2,Environmental Engineering,3.5
S1627,CE,1,1,Highway Engineering,3.1
S1628,CE,3,1,Concrete Technology,4.7
S1629,CE,1,2,Geotechnical Engineering,2.5
S1630,CE,3,1,Construction Project Management,4.1
S1631,CE,4,2,Hydraulics and Hydrology,2.6
S1632,CE,4,1,Environmental Engineering,3.4
S1633,CE,4,2,Transportation Engineering,2.7
S1634,CE,4,1,Highway Engineering,3.3
S1635,CE,3,1,Transportation Engineering,3.2
S1636,CE,4,1,Construction Project Management,4.1
S1637,CE,1,1,Hydraulics and Hydrology,3.2
S1638,CE,3,2,Highway Engineering,4.1
S1639,CE,1,1,Transportation Engineering,3.3
S1640,CE,1,2,Surveying Basics,3.0
S1641,CE,1,2,Steel Structure Design,4.5
S1642,CE,4,2,Highway Engineering,3.5
S1643,CE,3,2,Steel Structure Design,3.0
S1644,CE,1,1,Transportation Engineering,3.7
S1645,CE,4,2,Steel Structure Design,4.5
S1646,CE,4,1,Steel Structure Design,3.0
S1647,CE,4,1,Highway Engineering,2.9
S1648,CE,3,2,Surveying Basics,3.3
S1649,CE,1,1,Surveying Basics,3.2
S1650,CE,3,1,Hydraulics and Hydrology,4.2
S1651,CE,2,2,Highway Engineering,2.8
S1652,CE,2,1,Highway Engineering,4.5
S1653,CE,3,2,Construction Project Management,3.9
S1654,CE,4,2,Structural Analysis,3.0
S1655,CE,3,1,Structural Analysis,3.1
S1656,CE,3,1,Structural Analysis,4.9
S1657,CE,4,1,Structural Analysis,4.6
S1658,CE,1,2,Transportation Engineering,3.2
S1659,CE,1,2,Environmental Engineering,4.2
S1660,CE,1,2,Geotechnical Engineering,3.1
S1661,CE,1,2,Construction Project Management,4.7
S1662,CE,2,1,Environmental Engineering,3.3
S1663,CE,4,1,Surveying Basics,3.0
S1664,CE,1,1,Highway Engineering,4.9
S1665,CE,4,2,Hydraulics and Hydrology,4.7
S1666,IT,1,2,Database Management with SQL,3.4
S1667,IT,1,2,Database Management with SQL,3.6
S1668,IT,2,2,Cloud Computing Fundamentals,3.4
S1669,IT,3,2,Data Science with Python,4.1
S1670,IT,1,1,Agile Software Development,3.1
S1671,IT,4,2,REST API Development,4.8
S1672,IT,1,1,Software Testing and QA,3.5
S1673,IT,4,2,Big Data Analytics,2.7
S1674,IT,2,2,Agile Software Development,4.6
S1675,IT,2,2,REST API Development,4.7
S1676,IT,4,1,Big Data Analytics,4.7
S1677,IT,4,2,UI/UX Design,4.8
S1678,IT,3,2,Web Security Essentials,4.6
S1679,IT,3,1,REST API Development,3.6
S1680,IT,3,2,Data Science with Python,4.4
S1681,IT,2,2,Cloud Computing Fundamentals,2.5
S1682,IT,2,2,REST API Development,3.9
S1683,IT,1,1,Agile Software Development,3.8
S1684,IT,2,2,REST API Development,3.6
S1685,IT,2,2,Cloud Computing Fundamentals,4.2
S1686,IT,3,2,Agile Software Development,2.7
S1687,IT,3,1,UI/UX Design,4.7
S1688,IT,2,1,Data Science with Python,4.8
S1689,IT,2,1,Software Testing and QA,3.0
S1690,IT,2,1,UI/UX Design,4.0
S1691,IT,3,1,Web Security Essentials,4.9
S1692,IT,2,1,Data Science with Python,4.3
S1693,IT,4,2,Software Testing and QA,2.8
S1694,IT,2,1,Big Data Analytics,3.2
S1695,IT,4,2,Cloud Computing Fundamentals,3.6
S1696,IT,2,1,Big Data Analytics,4.3
S1697,IT,2,2,Cloud Computing Fundamentals,3.5
S1698,IT,2,1,Big Data Analytics,4.9
S1699,IT,2,2,Agile Software Development,3.4
S1700,IT,4,1,Data Science with Python,3.7
S1701,IT,3,2,Agile Software Development,4.3
S1702,IT,4,2,Web Security Essentials,2.7
S1703,IT,1,1,REST API Development,4.8
S1704,IT,4,2,AI for Everyone,4.8
S1705,IT,1,1,Big Data Analytics,3.8
S1706,IT,4,2,UI/UX Design,4.2
S1707,IT,2,1,AI for Everyone,2.9
S1708,IT,2,2,REST API Development,4.7
S1709,IT,2,1,REST API Development,4.3
S1710,IT,4,1,Big Data Analytics,2.8
S1711,IT,1,1,Software Testing and QA,4.7
S1712,IT,3,2,UI/UX Design,3.2
S1713,IT,3,2,Database Management with SQL,3.3
S1714,IT,2,2,Software Testing and QA,4.4
S1715,IT,2,2,Data Science with Python,3.0
S1716,IT,1,1,Cloud Computing Fundamentals,2.6
S1717,IT,3,1,Software Testing and QA,3.6
S1718,IT,4,1,Software Testing and QA,3.4
S1719,IT,4,2,Software Testing and QA,2.8
S1720,IT,2,1,REST API Development,2.7
S1721,IT,3,1,Cloud Computing Fundamentals,4.4
S1722,IT,3,1,AI for Everyone,5.0
S1723,IT,1,1,UI/UX Design,4.8
S1724,IT,2,2,Web Security Essentials,4.7
S1725,IT,1,2,Web Security Essentials,3.5
S1726,IT,1,2,Cloud Computing Fundamentals,2.6
S1727,IT,4,2,Software Testing and QA,4.1
S1728,IT,3,1,REST API Development,4.9
S1729,IT,4,2,AI for Everyone,2.8
S1730,IT,1,2,REST API Development,4.5
S1731,IT,1,2,Web Security Essentials,3.5
S1732,IT,2,1,UI/UX Design,2.7
S1733,IT,2,1,UI/UX Design,4.4
S1734,IT,3,1,Web Security Essentials,3.2
S1735,IT,4,2,AI for Everyone,2.8
S1736,IT,1,2,Database Management with SQL,3.0
S1737,IT,4,2,Software Testing and QA,3.2
S1738,IT,4,1,UI/UX Design,4.5
S1739,IT,2,2,UI/UX Design,2.7
S1740,IT,3,2,Agile Software Development,4.1
S1741,IT,2,2,Database Management with SQL,4.1
S1742,IT,1,2,Software Testing and QA,3.6
S1743,IT,4,2,Cloud Computing Fundamentals,5.0
S1744,IT,3,1,Database Management with SQL,3.6
S1745,IT,1,1,Data Science with Python,3.8
S1746,IT,4,2,Web Security Essentials,3.7
S1747,IT,3,2,Big Data Analytics,4.0
S1748,IT,1,1,Software Testing and QA,2.9
S1749,IT,2,2,Data Science with Python,2.7
S1750,IT,3,2,AI for Everyone,4.3
S1751,IT,4,2,REST API Development,4.9
S1752,IT,2,1,Cloud Computing Fundamentals,2.7
S1753,IT,3,1,UI/UX Design,3.8
S1754,IT,1,2,Web Security Essentials,2.5
S1755,IT,4,2,UI/UX Design,4.7
S1756,IT,4,2,AI for Everyone,4.5
S1757,IT,3,2,Big Data Analytics,2.7
S1758,IT,2,1,Agile Software Development,2.8
S1759,IT,1,1,Data Science with Python,3.0
S1760,IT,2,1,UI/UX Design,4.6
S1761,IT,2,1,Big Data Analytics,4.4
S1762,IT,2,2,UI/UX Design,2.6
S1763,IT,2,1,Software Testing and QA,4.9
S1764,IT,4,1,Software Testing and QA,4.0
S1765,IT,2,2,AI for Everyone,4.6
S1766,IT,4,1,REST API Development,2.5
S1767,IT,4,2,Software Testing and QA,4.3
S1768,IT,3,1,Software Testing and QA,3.5
S1769,IT,4,1,Data Science with Python,3.8
S1770,IT,4,2,Database Management with SQL,2.7
S1771,IT,4,2,Web Security Essentials,3.7
S1772,IT,3,2,UI/UX Design,2.6
S1773,IT,3,1,Software Testing and QA,3.4
S1774,IT,2,1,AI for Everyone,4.8
S1775,IT,3,2,Cloud Computing Fundamentals,4.7
S1776,IT,4,2,REST API Development,4.5
S1777,IT,2,1,Big Data Analytics,4.2
S1778,IT,1,2,Cloud Computing Fundamentals,2.9
S1779,IT,2,2,Web Security Essentials,4.5
S1780,IT,4,2,Agile Software Development,3.0
S1781,IT,1,1,REST API Development,4.7
S1782,IT,3,1,Cloud Computing Fundamentals,4.6
S1783,IT,1,1,REST API Development,3.6
S1784,IT,2,1,Database Management with SQL,3.1
S1785,IT,3,2,REST API Development,4.4
S1786,IT,3,1,Database Management with SQL,4.0
S1787,IT,1,1,Software Testing and QA,4.5
S1788,IT,1,1,AI for Everyone,4.0
S1789,IT,1,1,Database Management with SQL,2.8
S1790,IT,1,1,REST API Development,2.9
S1791,IT,3,2,Database Management with SQL,3.7
S1792,IT,1,1,REST API Development,3.3
S1793,IT,2,1,Agile Software Development,3.6
S1794,IT,4,1,Agile Software Development,4.6
S1795,IT,4,2,Big Data Analytics,3.8
S1796,IT,1,2,REST API Development,4.3
S1797,IT,4,2,Agile Software Development,2.9
S1798,IT,4,1,Cloud Computing Fundamentals,4.5
S1799,IT,4,2,Software Testing and QA,4.9
S1800,IT,3,1,Software Testing and QA,2.9
S1801,IT,1,1,Web Security Essentials,3.3
S1802,IT,4,1,UI/UX Design,2.7
S1803,IT,1,1,AI for Everyone,2.6
S1804,IT,3,2,UI/UX Design,4.7
S1805,IT,3,2,REST API Development,2.5
S1806,IT,3,1,UI/UX Design,3.6
S1807,IT,2,2,REST API Development,4.7
S1808,IT,4,1,Big Data Analytics,2.7
S1809,IT,3,2,Cloud Computing Fundamentals,3.8
S1810,IT,3,1,Web Security Essentials,3.8
S1811,IT,3,2,Cloud Computing Fundamentals,2.6
S1812,IT,3,1,Big Data Analytics,4.3
S1813,IT,1,1,REST API Development,3.1
S1814,IT,3,1,Data Science with Python,4.4
S1815,IT,1,2,Big Data Analytics,3.9
S1816,IT,1,2,REST API Development,5.0
S1817,IT,2,2,Big Data Analytics,3.2
S1818,IT,2,2,Database Management with SQL,4.3
S1819,IT,1,2,Database Management with SQL,4.0
S1820,IT,3,2,Web Security Essentials,2.9
S1821,IT,4,2,Web Security Essentials,2.7
S1822,IT,4,1,Software Testing and QA,3.0
S1823,IT,1,2,Database Management with SQL,3.5
S1824,IT,4,2,AI for Everyone,3.7
S1825,IT,4,2,Software Testing and QA,4.3
S1826,IT,4,1,Cloud Computing Fundamentals,3.8
S1827,IT,4,2,Cloud Computing Fundamentals,4.9
S1828,IT,1,1,Software Testing and QA,3.7
S1829,IT,2,2,Web Security Essentials,4.0
S1830,IT,4,1,Web Security Essentials,3.4
S1831,IT,3,1,Database Management with SQL,2.9
S1832,IT,3,2,REST API Development,3.3
S1833,IT,4,1,Cloud Computing Fundamentals,2.9
S1834,IT,4,1,Big Data Analytics,4.7
S1835,IT,2,1,Software Testing and QA,2.5
S1836,IT,3,1,Data Science with Python,3.5
S1837,IT,3,2,REST API Development,4.5
S1838,IT,4,1,Cloud Computing Fundamentals,3.8
S1839,IT,4,2,Software Testing and QA,2.9
S1840,IT,3,1,AI for Everyone,4.2
S1841,IT,4,2,Agile Software Development,4.8
S1842,IT,3,1,Software Testing and QA,4.3
S1843,IT,1,1,Data Science with Python,3.9
S1844,IT,3,1,Database Management with SQL,2.7
S1845,IT,1,1,Software Testing and QA,3.8
S1846,IT,1,1,Database Management with SQL,2.9
S1847,IT,1,2,Agile Software Development,3.1
S1848,IT,4,1,Database Management with SQL,4.0
S1849,IT,4,1,Software Testing and QA,4.7
S1850,IT,1,2,UI/UX Design,3.0
S1851,IT,1,2,UI/UX Design,3.1
S1852,IT,1,1,Database Management with SQL,2.9
S1853,IT,2,1,Big Data Analytics,4.4
S1854,IT,2,2,UI/UX Design,4.2
S1855,IT,1,2,Cloud Computing Fundamentals,2.6
S1856,IT,1,2,UI/UX Design,2.7
S1857,IT,2,2,REST API Development,3.1
S1858,IT,1,1,Agile Software Development,3.1
S1859,IT,2,2,Database Management with SQL,4.4
S1860,IT,4,1,Big Data Analytics,2.7
S1861,IT,4,2,Web Security Essentials,3.7
S1862,IT,4,1,Data Science with Python,3.2
S1863,IT,1,1,Database Management with SQL,4.1
S1864,IT,2,2,AI for Everyone,3.5
S1865,IT,1,1,Cloud Computing Fundamentals,3.4
S1866,IT,2,1,Database Management with SQL,4.9
S1867,IT,4,1,Data Science with Python,4.5
S1868,IT,3,1,Data Science with Python,2.7
S1869,IT,4,2,AI for Everyone,3.1
S1870,IT,4,2,Agile Software Development,4.0
S1871,IT,3,1,Cloud Computing Fundamentals,4.3
S1872,IT,1,2,Web Security Essentials,3.5
S1873,IT,1,1,Database Management with SQL,5.0
S1874,IT,4,1,AI for Everyone,3.8
S1875,IT,3,2,Big Data Analytics,4.9
S1876,IT,4,2,Agile Software Development,4.2
S1877,IT,3,2,Agile Software Development,3.6
S1878,IT,3,1,Cloud Computing Fundamentals,4.1
S1879,IT,1,2,Data Science with Python,4.8
S1880,IT,2,2,Database Management with SQL,4.7
S1881,IT,4,2,Database Management with SQL,2.7
S1882,IT,1,1,Software Testing and QA,4.2
S1883,IT,3,2,AI for Everyone,3.4
S1884,IT,2,1,Web Security Essentials,3.7
S1885,IT,2,2,Data Science with Python,3.1
S1886,IT,1,2,REST API Development,3.0
S1887,IT,3,1,Agile Software Development,5.0
S1888,IT,3,1,Big Data Analytics,3.7
S1889,IT,2,1,Agile Software Development,5.0
S1890,IT,4,1,Big Data Analytics,3.9
S1891,IT,4,1,Database Management with SQL,3.0
S1892,IT,2,1,AI for Everyone,2.8
S1893,IT,1,1,Big Data Analytics,4.8
S1894,IT,2,2,Agile Software Development,4.6
S1895,IT,1,2,Database Management with SQL,4.7
S1896,IT,1,2,Data Science with Python,4.6
S1897,IT,3,2,UI/UX Design,3.2
S1898,IT,4,2,REST API Development,3.8
S1899,IT,1,1,Data Science with Python,3.2
S1900,IT,4,2,REST API Development,2.5
S1901,IT,2,2,Web Security Essentials,4.7
S1902,IT,1,1,UI/UX Design,4.9
S1903,IT,2,1,Cloud Computing Fundamentals,3.3
S1904,IT,1,1,Data Science with Python,3.7
S1905,IT,1,2,Big Data Analytics,3.1
S1906,IT,4,1,REST API Development,4.6
S1907,IT,3,1,Web Security Essentials,4.4
S1908,IT,4,1,Software Testing and QA,3.9
S1909,IT,1,1,Data Science with Python,3.4
S1910,IT,1,1,Data Science with Python,4.8
S1911,IT,4,1,Big Data Analytics,4.0
S1912,IT,4,1,Web Security Essentials,4.2
S1913,IT,1,2,UI/UX Design,3.5
S1914,IT,4,1,AI for Everyone,4.5
S1915,IT,1,2,UI/UX Design,3.7
S1916,IT,4,1,REST API Development,4.1
S1917,IT,1,2,Database Management with SQL,3.3
S1918,IT,2,1,Web Security Essentials,2.5
S1919,IT,1,1,AI for Everyone,2.8
S1920,IT,3,2,UI/UX Design,3.7
S1921,IT,4,1,Agile Software Development,2.8
S1922,IT,1,1,Cloud Computing Fundamentals,3.3
S1923,IT,4,2,Big Data Analytics,4.0
S1924,IT,2,1,Software Testing and QA,3.3
S1925,IT,3,2,REST API Development,4.9
S1926,IT,2,1,Agile Software Development,3.8
S1927,IT,1,2,REST API Development,3.0
S1928,IT,2,1,Web Security Essentials,3.4
S1929,IT,4,2,AI for Everyone,4.2
S1930,IT,3,2,UI/UX Design,3.3
S1931,IT,1,2,Data Science with Python,3.7
S1932,IT,1,1,Agile Software Development,3.7
S1933,IT,2,1,Software Testing and QA,4.3
S1934,IT,3,2,Agile Software Development,3.5
S1935,IT,1,2,Data Science with Python,2.7
S1936,IT,1,1,Cloud Computing Fundamentals,3.2
S1937,IT,2,2,Data Science with Python,4.9
S1938,IT,2,1,Big Data Analytics,2.9
S1939,IT,3,1,REST API Development,4.6
S1940,IT,2,1,Agile Software Development,2.6
S1941,IT,3,1,Data Science with Python,4.6
S1942,IT,2,2,Web Security Essentials,3.3
S1943,IT,2,2,Software Testing and QA,3.1
S1944,IT,3,1,Database Management with SQL,4.9
S1945,IT,4,1,Web Security Essentials,2.9
S1946,IT,2,1,Agile Software Development,3.8
S1947,IT,3,2,AI for Everyone,3.6
S1948,IT,2,1,AI for Everyone,4.0
S1949,IT,3,1,REST API Development,3.1
S1950,IT,3,1,Database Management with SQL,4.9
